transaction_id,customer_id,timestamp,amount,merchant_category,location,is_fraud
TXN_005528,CUST_1196,2025-12-17 10:15:29.382615,408.73,Transportation,Hyderabad,0
TXN_006744,CUST_9931,2025-12-26 02:09:29.388199,90.7,Telecom,Pune,0
TXN_004004,CUST_1831,2025-12-16 07:49:29.365824,647.18,Transportation,Chennai,0
TXN_001124,CUST_4258,2025-12-30 12:17:29.348759,128.64,Grocery,Mumbai,0
TXN_008710,CUST_1001,2025-12-30 13:17:29.412145,168.31,Education,Pune,0
TXN_004050,CUST_8152,2025-12-20 15:05:29.365824,597.83,Transportation,Jaipur,0
TXN_007641,CUST_9988,2025-12-27 12:47:29.398724,50.99,Restaurant,Mumbai,0
TXN_000766,CUST_5895,2025-12-20 02:15:29.339556,199.7,Utilities,Mumbai,0
TXN_002345,CUST_7685,2026-01-01 15:37:29.348759,46.84,Restaurant,Pune,0
TXN_004072,CUST_7518,2026-01-11 15:48:29.365824,199.39,Banking,Jaipur,0
TXN_007217,CUST_5581,2025-12-30 23:31:29.396226,223.32,Education,Jaipur,0
TXN_004217,CUST_9735,2026-01-03 14:19:29.365824,2582.85,Entertainment,Delhi,0
TXN_007953,CUST_2303,2025-12-19 12:44:29.398724,307.85,Online Shopping,Chennai,0
TXN_005971,CUST_3622,2026-01-04 05:50:29.382615,1070.32,Restaurant,Hyderabad,0
TXN_003351,CUST_5031,2025-12-23 15:34:29.365824,239.99,Healthcare,Kolkata,0
TXN_004696,CUST_4766,2025-12-29 19:28:29.371933,330.9,Grocery,Chennai,0
TXN_003400,CUST_1055,2025-12-17 22:02:29.365824,269.24,Telecom,Hyderabad,0
TXN_004082,CUST_3506,2025-12-16 16:14:29.365824,200.7,Healthcare,Pune,0
TXN_009150,CUST_5088,2025-12-24 15:28:29.415493,612.09,Grocery,Kolkata,0
TXN_001225,CUST_6758,2025-12-29 12:36:29.348759,335.19,Online Shopping,Kolkata,0
TXN_006293,CUST_8256,2025-12-25 06:18:29.388199,668.85,Utilities,Surat,0
TXN_003123,CUST_1516,2025-12-29 08:04:29.363580,659.32,Grocery,Kolkata,0
TXN_000511,CUST_1919,2026-01-02 22:26:29.339556,528.72,Online Shopping,Delhi,0
TXN_005795,CUST_5386,2025-12-31 23:30:29.382615,303.43,Grocery,Kolkata,0
TXN_008182,CUST_2103,2026-01-01 01:47:29.398724,543.03,Online Shopping,Hyderabad,0
TXN_009418,CUST_3311,2026-01-07 13:10:29.415493,592.42,Restaurant,Pune,0
TXN_000097,CUST_9445,2026-01-04 18:21:29.339556,542.46,Transportation,Delhi,0
TXN_006682,CUST_9686,2025-12-24 08:13:29.388199,527.45,Restaurant,Ahmedabad,0
TXN_001513,CUST_1916,2025-12-29 15:05:29.348759,196.99,Restaurant,Pune,0
TXN_008792,CUST_6455,2025-12-15 05:58:29.412145,264.04,Restaurant,Pune,0
TXN_000120,CUST_8022,2025-12-18 11:53:29.339556,855.71,Grocery,Kolkata,0
TXN_007792,CUST_7138,2026-01-09 14:09:29.398724,182.46,Healthcare,Delhi,0
TXN_006518,CUST_5973,2026-01-05 15:31:29.388199,466.07,Entertainment,Bangalore,0
TXN_000034,CUST_8787,2025-12-31 02:58:29.339556,140.09,Telecom,Surat,0
TXN_007888,CUST_3575,2025-12-28 13:45:29.398724,77.07,Telecom,Ahmedabad,0
TXN_006831,CUST_9254,2026-01-05 23:47:29.388199,627.86,Grocery,Pune,0
TXN_005422,CUST_5413,2025-12-23 12:31:29.380018,122.68,Education,Bangalore,0
TXN_001069,CUST_4139,2025-12-16 23:18:29.348759,252.72,Healthcare,Ahmedabad,0
TXN_001348,CUST_6629,2025-12-21 07:20:29.348759,1026.92,Online Shopping,Surat,0
TXN_004748,CUST_9015,2025-12-22 17:29:29.371933,136.17,Banking,Pune,0
TXN_006006,CUST_6872,2026-01-11 00:29:29.382615,931.83,Healthcare,Ahmedabad,0
TXN_006040,CUST_8186,2026-01-06 05:05:29.382615,913.52,Telecom,Hyderabad,0
TXN_003818,CUST_1673,2026-01-11 10:50:29.365824,356.48,Entertainment,Hyderabad,0
TXN_008447,CUST_9094,2025-12-14 13:34:29.398724,784.73,Restaurant,Hyderabad,0
TXN_005270,CUST_2594,2025-12-15 17:24:29.371933,832.25,Healthcare,Jaipur,0
TXN_006898,CUST_8347,2025-12-26 00:29:29.388199,130.89,Utilities,Mumbai,0
TXN_005310,CUST_4219,2026-01-06 18:17:29.371933,151.6,Utilities,Pune,0
TXN_000032,CUST_1949,2025-12-21 15:47:29.339556,2571.59,Restaurant,Ahmedabad,0
TXN_005675,CUST_2829,2025-12-18 05:24:29.382615,107.88,Transportation,Surat,0
TXN_004387,CUST_1779,2025-12-21 06:40:29.371933,203.1,Entertainment,Kolkata,0
TXN_000030,CUST_9689,2026-01-11 22:20:29.339556,301.36,Transportation,Ahmedabad,0
TXN_004203,CUST_4373,2025-12-15 20:05:29.365824,150.57,Banking,Ahmedabad,0
TXN_007508,CUST_7409,2025-12-20 07:50:29.398724,185.75,Restaurant,Kolkata,0
TXN_000736,CUST_9561,2026-01-08 10:49:29.339556,647.16,Healthcare,Bangalore,0
TXN_002068,CUST_3336,2026-01-03 16:42:29.348759,352.74,Grocery,Delhi,0
TXN_000107,CUST_5246,2026-01-07 05:35:29.339556,2660.28,Entertainment,Jaipur,0
TXN_009645,CUST_9011,2025-12-20 22:28:29.420309,324.79,Telecom,Chennai,0
TXN_008895,CUST_3105,2026-01-05 13:37:29.414153,131.21,Banking,Surat,0
TXN_008021,CUST_3808,2026-01-02 17:38:29.398724,37.15,Utilities,Chennai,0
TXN_002233,CUST_1080,2026-01-12 20:37:29.348759,56.26,Grocery,Kolkata,0
TXN_000994,CUST_7866,2026-01-05 09:05:29.347670,203.98,Healthcare,Kolkata,0
TXN_009413,CUST_1430,2025-12-28 08:10:29.415493,705.35,Banking,Chennai,0
TXN_007059,CUST_2989,2026-01-04 20:50:29.396226,2844.4,Utilities,Surat,0
TXN_006790,CUST_2099,2026-01-02 18:27:29.388199,802.26,Online Shopping,Delhi,0
TXN_000361,CUST_5089,2025-12-16 22:29:29.339556,678.14,Online Shopping,Ahmedabad,0
TXN_000305,CUST_6461,2025-12-16 16:24:29.339556,395.08,Online Shopping,Pune,0
TXN_002628,CUST_8101,2025-12-17 04:18:29.348759,810.7,Entertainment,Kolkata,0
TXN_008966,CUST_5710,2025-12-18 07:45:29.414153,86.05,Transportation,Surat,0
TXN_004514,CUST_8628,2025-12-14 16:28:29.371933,158.29,Telecom,Ahmedabad,0
TXN_005911,CUST_6464,2026-01-03 19:09:29.382615,668.97,Transportation,Chennai,0
TXN_008314,CUST_3469,2025-12-21 07:21:29.398724,172.26,Transportation,Bangalore,0
TXN_003101,CUST_3850,2026-01-01 10:05:29.363580,198.96,Education,Pune,0
TXN_005704,CUST_7202,2025-12-28 03:20:29.382615,220.55,Banking,Delhi,0
TXN_003899,CUST_4562,2025-12-28 20:32:29.365824,619.77,Telecom,Delhi,0
TXN_005441,CUST_7653,2025-12-26 16:55:29.380018,220.98,Education,Mumbai,0
TXN_007931,CUST_8992,2025-12-21 18:01:29.398724,741.2,Healthcare,Jaipur,0
TXN_000622,CUST_4949,2025-12-29 18:20:29.339556,646.43,Restaurant,Jaipur,0
TXN_007236,CUST_8560,2025-12-29 16:22:29.398724,1460.28,Education,Chennai,0
TXN_002499,CUST_5007,2025-12-25 22:13:29.348759,889.24,Healthcare,Pune,0
TXN_000714,CUST_1877,2025-12-17 07:55:29.339556,601.33,Utilities,Hyderabad,0
TXN_008404,CUST_7200,2026-01-05 23:31:29.398724,340.61,Entertainment,Ahmedabad,0
TXN_002856,CUST_4677,2026-01-09 19:56:29.348759,241.48,Utilities,Chennai,0
TXN_004270,CUST_2250,2026-01-08 02:48:29.371933,1021.89,Online Shopping,Delhi,0
TXN_002909,CUST_9584,2026-01-10 03:14:29.348759,257.23,Transportation,Mumbai,0
TXN_008081,CUST_3792,2026-01-01 04:43:29.398724,200.87,Transportation,Pune,0
TXN_004517,CUST_5891,2026-01-08 01:53:29.371933,265.75,Entertainment,Mumbai,0
TXN_001262,CUST_3744,2025-12-15 20:41:29.348759,435.29,Banking,Kolkata,0
TXN_003161,CUST_6250,2026-01-07 09:43:29.363580,219.97,Utilities,Pune,0
TXN_000971,CUST_3867,2025-12-27 13:48:29.339556,458.57,Telecom,Delhi,0
TXN_003913,CUST_4474,2025-12-19 01:49:29.365824,1107.07,Grocery,Delhi,0
TXN_005199,CUST_9598,2025-12-29 17:20:29.371933,173.05,Utilities,Jaipur,0
TXN_008847,CUST_7130,2025-12-15 14:55:29.412145,286.07,Healthcare,Jaipur,0
TXN_000260,CUST_6400,2026-01-04 01:08:29.339556,875.36,Transportation,Hyderabad,0
TXN_003791,CUST_9806,2025-12-30 18:19:29.365824,725.0,Entertainment,Jaipur,0
TXN_009203,CUST_2730,2025-12-24 01:07:29.415493,247.0,Education,Hyderabad,0
TXN_000488,CUST_4113,2026-01-06 01:29:29.339556,136.79,Education,Chennai,0
TXN_007908,CUST_6342,2025-12-16 20:58:29.398724,305.4,Transportation,Pune,0
TXN_000519,CUST_9856,2025-12-24 10:30:29.339556,445.56,Online Shopping,Delhi,0
TXN_008343,CUST_5742,2025-12-26 12:41:29.398724,5343.17,Utilities,Hyderabad,0
TXN_000312,CUST_9843,2026-01-09 21:38:29.339556,1210.49,Telecom,Mumbai,0
TXN_003232,CUST_9602,2025-12-28 18:15:29.363580,53.21,Transportation,Surat,0
TXN_007933,CUST_3897,2025-12-20 19:25:29.398724,338.78,Utilities,Kolkata,0
TXN_007458,CUST_6028,2025-12-20 14:57:29.398724,862.21,Transportation,Hyderabad,0
TXN_009784,CUST_1493,2026-01-09 17:01:29.420309,557.38,Transportation,Kolkata,0
TXN_005184,CUST_9959,2025-12-17 02:41:29.371933,582.61,Banking,Jaipur,0
TXN_008077,CUST_2109,2026-01-05 09:19:29.398724,371.41,Transportation,Bangalore,0
TXN_006502,CUST_7438,2026-01-03 12:37:29.388199,120.28,Healthcare,Delhi,0
TXN_006791,CUST_5904,2026-01-09 09:13:29.388199,369.24,Entertainment,Kolkata,0
TXN_007773,CUST_2185,2025-12-18 04:42:29.398724,301.74,Grocery,Jaipur,0
TXN_002738,CUST_5183,2026-01-02 21:41:29.348759,568.12,Grocery,Bangalore,0
TXN_007842,CUST_1796,2025-12-15 21:50:29.398724,257.78,Education,Delhi,0
TXN_006262,CUST_4236,2026-01-03 08:37:29.388199,874.14,Entertainment,Surat,0
TXN_008206,CUST_6398,2025-12-30 19:08:29.398724,258.1,Online Shopping,Delhi,0
TXN_001248,CUST_7835,2025-12-18 07:37:29.348759,186.8,Online Shopping,Bangalore,0
TXN_009336,CUST_8330,2025-12-15 18:16:29.415493,334.51,Healthcare,Delhi,0
TXN_004195,CUST_7568,2025-12-23 16:10:29.365824,37.08,Banking,Ahmedabad,0
TXN_008001,CUST_2052,2025-12-16 19:12:29.398724,390.32,Entertainment,Ahmedabad,0
TXN_007378,CUST_3475,2025-12-18 16:47:29.398724,741.84,Telecom,Kolkata,0
TXN_003435,CUST_2491,2026-01-10 15:49:29.365824,3914.47,Online Shopping,Mumbai,0
TXN_005382,CUST_7897,2026-01-10 02:58:29.371933,217.07,Grocery,Jaipur,0
TXN_000959,CUST_3381,2025-12-29 17:09:29.339556,713.2,Restaurant,Delhi,0
TXN_000417,CUST_6325,2026-01-04 13:15:29.339556,1902.93,Healthcare,Pune,0
TXN_005742,CUST_3120,2025-12-16 06:26:29.382615,149.52,Restaurant,Mumbai,0
TXN_006728,CUST_2722,2025-12-18 17:46:29.388199,322.64,Utilities,Jaipur,0
TXN_004382,CUST_5277,2026-01-07 15:54:29.371933,481.16,Education,Jaipur,0
TXN_005197,CUST_2640,2025-12-24 08:03:29.371933,1129.4,Grocery,Pune,0
TXN_001113,CUST_1893,2025-12-21 17:41:29.348759,963.01,Online Shopping,Kolkata,0
TXN_002689,CUST_3459,2025-12-22 17:31:29.348759,859.88,Restaurant,Chennai,0
TXN_006473,CUST_3548,2025-12-20 10:58:29.388199,459.15,Restaurant,Hyderabad,0
TXN_008820,CUST_5398,2026-01-02 16:54:29.412145,527.14,Restaurant,Chennai,0
TXN_007808,CUST_8374,2026-01-07 10:41:29.398724,2259.9,Transportation,Ahmedabad,0
TXN_003411,CUST_4579,2025-12-25 00:44:29.365824,205.42,Entertainment,Mumbai,0
TXN_000081,CUST_6000,2026-01-09 04:56:29.339556,323.87,Grocery,Chennai,0
TXN_004614,CUST_7853,2026-01-05 10:41:29.371933,241.68,Transportation,Hyderabad,0
TXN_001374,CUST_2260,2025-12-17 02:59:29.348759,80.35,Restaurant,Bangalore,0
TXN_001510,CUST_3003,2026-01-07 08:03:29.348759,1767.87,Banking,Hyderabad,0
TXN_006443,CUST_8425,2026-01-03 23:58:29.388199,101.16,Restaurant,Chennai,0
TXN_003071,CUST_4302,2026-01-07 16:58:29.348759,113.37,Transportation,Chennai,0
TXN_003016,CUST_1401,2026-01-10 02:32:29.348759,1139.54,Transportation,Hyderabad,0
TXN_004823,CUST_3842,2025-12-20 06:09:29.371933,173.18,Restaurant,Ahmedabad,0
TXN_007822,CUST_4178,2025-12-16 15:26:29.398724,947.05,Utilities,Surat,0
TXN_000093,CUST_5930,2025-12-26 15:35:29.339556,199.93,Grocery,Kolkata,0
TXN_009421,CUST_2799,2026-01-11 14:51:29.415493,540.31,Transportation,Delhi,0
TXN_006600,CUST_3437,2025-12-14 23:08:29.388199,2300.64,Restaurant,Ahmedabad,0
TXN_004443,CUST_1841,2025-12-19 01:46:29.371933,700.56,Education,Surat,0
TXN_007602,CUST_1340,2025-12-23 09:42:29.398724,242.48,Restaurant,Mumbai,0
TXN_003835,CUST_2304,2025-12-28 06:08:29.365824,152.91,Telecom,Delhi,0
TXN_009702,CUST_6075,2026-01-01 22:12:29.420309,630.62,Online Shopping,Hyderabad,0
TXN_004322,CUST_5549,2026-01-01 20:15:29.371933,362.4,Restaurant,Bangalore,0
TXN_003394,CUST_4840,2026-01-03 13:06:29.365824,374.03,Utilities,Jaipur,0
TXN_004752,CUST_1167,2026-01-04 20:41:29.371933,312.22,Restaurant,Surat,0
TXN_007229,CUST_8075,2026-01-05 22:57:29.396226,473.74,Utilities,Bangalore,0
TXN_009191,CUST_2814,2025-12-25 03:10:29.415493,157.66,Online Shopping,Pune,0
TXN_002361,CUST_2320,2026-01-11 15:12:29.348759,144.12,Online Shopping,Kolkata,0
TXN_001148,CUST_7457,2026-01-02 21:18:29.348759,95.58,Banking,Jaipur,0
TXN_005666,CUST_4723,2026-01-12 21:13:29.382615,95.94,Online Shopping,Surat,0
TXN_008075,CUST_5217,2025-12-25 22:23:29.398724,50.79,Education,Chennai,0
TXN_004943,CUST_6363,2025-12-20 17:15:29.371933,438.27,Utilities,Surat,0
TXN_003663,CUST_6199,2025-12-16 03:42:29.365824,586.02,Transportation,Pune,0
TXN_001563,CUST_4479,2025-12-31 22:15:29.348759,35.72,Banking,Bangalore,0
TXN_004113,CUST_2944,2025-12-22 03:06:29.365824,1917.52,Restaurant,Kolkata,0
TXN_009050,CUST_3949,2025-12-22 19:01:29.415493,989.1,Restaurant,Jaipur,0
TXN_009276,CUST_9578,2025-12-16 03:13:29.415493,62.38,Banking,Mumbai,0
TXN_008538,CUST_6762,2025-12-15 14:06:29.398724,2203.11,Online Shopping,Surat,0
TXN_000795,CUST_1796,2026-01-01 23:24:29.339556,136.86,Restaurant,Mumbai,0
TXN_005854,CUST_5642,2025-12-24 04:02:29.382615,151.63,Banking,Delhi,0
TXN_007619,CUST_8937,2026-01-08 08:14:29.398724,108.53,Transportation,Surat,0
TXN_001594,CUST_8817,2025-12-28 20:07:29.348759,996.19,Banking,Ahmedabad,0
TXN_007418,CUST_8576,2025-12-14 20:59:29.398724,162.13,Education,Mumbai,0
TXN_005267,CUST_2381,2025-12-23 23:46:29.371933,1202.44,Entertainment,Chennai,0
TXN_007147,CUST_3742,2025-12-19 05:37:29.396226,727.52,Banking,Pune,0
TXN_000089,CUST_8066,2025-12-16 19:40:29.339556,237.52,Transportation,Surat,0
TXN_008695,CUST_8280,2025-12-25 10:39:29.412145,389.72,Restaurant,Surat,0
TXN_009732,CUST_8205,2025-12-23 07:16:29.420309,1282.52,Banking,Bangalore,0
TXN_009446,CUST_8259,2026-01-02 11:25:29.415493,70.85,Utilities,Delhi,0
TXN_006754,CUST_1997,2025-12-18 11:56:29.388199,581.59,Online Shopping,Bangalore,0
TXN_003502,CUST_7807,2026-01-11 22:38:29.365824,215.44,Banking,Chennai,0
TXN_002234,CUST_1705,2025-12-16 23:01:29.348759,984.96,Restaurant,Kolkata,0
TXN_002803,CUST_2359,2026-01-10 13:53:29.348759,572.38,Healthcare,Jaipur,0
TXN_004424,CUST_4013,2025-12-24 18:46:29.371933,1038.85,Transportation,Bangalore,0
TXN_005663,CUST_9716,2025-12-22 10:11:29.382615,406.41,Online Shopping,Mumbai,0
TXN_007170,CUST_6728,2026-01-12 09:29:29.396226,419.29,Telecom,Pune,0
TXN_008337,CUST_8154,2026-01-03 01:47:29.398724,152.89,Utilities,Bangalore,0
TXN_002148,CUST_5421,2025-12-22 17:53:29.348759,176.18,Restaurant,Bangalore,0
TXN_007969,CUST_2868,2025-12-19 03:52:29.398724,269.13,Restaurant,Hyderabad,0
TXN_006551,CUST_4607,2025-12-25 20:03:29.388199,396.94,Entertainment,Pune,0
