transaction_id,customer_id,timestamp,amount,merchant_category,location,is_fraud,hour_of_day,day_of_week,is_weekend,is_night,amount_log,is_high_amount,customer_avg_amount,customer_std_amount,customer_transaction_count,amount_deviation,category_risk,location_risk,combined_risk,transactions_last_hour,amount_last_hour
TXN_007488,CUST_2739,2025-12-15 19:46:29.398724,639.75,Grocery,Kolkata,0,19,0,0,0,6.462639365244181,0,639.75,0.0,1,0.0,0.1,0.6,0.21,0.041666666666666664,26.65625
TXN_005273,CUST_8009,2026-01-09 16:24:29.371933,121.54,Utilities,Chennai,0,16,4,0,0,4.8084375072975085,0,121.54,0.0,1,0.0,0.1,0.5,0.18,0.041666666666666664,5.064166666666667
TXN_005654,CUST_9962,2025-12-27 17:52:29.382615,1246.68,Healthcare,Ahmedabad,0,17,5,1,0,7.129041105794233,0,823.635,598.2759764941261,2,0.7059268460499462,0.2,0.4,0.18,0.08333333333333333,68.63624999999999
TXN_004000,CUST_7653,2026-01-05 17:05:29.365824,578.62,Utilities,Pune,0,17,0,0,0,6.362372716407435,0,1122.528,1209.137341566292,5,-0.4494597276834833,0.1,0.4,0.15,0.20833333333333334,233.86
TXN_006034,CUST_5600,2025-12-18 02:15:29.382615,165.55,Entertainment,Jaipur,0,2,3,0,1,5.1152955646396885,0,4252.193333333334,6997.206509102996,3,-0.5839558075369148,0.7,0.3,0.5,0.125,531.5241666666667
TXN_000583,CUST_9369,2025-12-17 15:49:29.339556,759.59,Entertainment,Jaipur,0,15,2,0,0,6.63409444789261,0,759.59,0.0,1,0.0,0.7,0.3,0.3,0.041666666666666664,31.649583333333332
TXN_009931,CUST_3108,2025-12-24 00:51:29.420309,1034.52,Entertainment,Delhi,1,0,2,0,1,6.942658994990017,0,681.5266666666666,543.0153627047151,3,0.6488664797595685,0.7,0.9,0.6799999999999999,0.125,85.19083333333333
TXN_007052,CUST_9126,2025-12-25 14:17:29.396226,601.24,Transportation,Hyderabad,0,14,3,0,0,6.40065603695696,0,601.24,0.0,1,0.0,0.3,0.5,0.24,0.041666666666666664,25.051666666666666
TXN_008159,CUST_1152,2026-01-08 00:14:29.398724,623.87,Banking,Ahmedabad,0,0,3,0,1,6.437543628101402,0,496.50333333333333,381.015473220358,3,0.3334070884432416,0.9,0.4,0.5900000000000001,0.125,62.062916666666666
TXN_009897,CUST_1617,2025-12-13 22:33:29.420309,1532.81,Entertainment,Mumbai,1,22,5,1,1,7.335510115064363,0,803.185,1031.8455704464695,2,0.7064221611412866,0.7,0.8,0.6499999999999999,0.08333333333333333,66.93208333333332
TXN_002250,CUST_4941,2025-12-14 11:53:29.348759,1013.99,Entertainment,Mumbai,0,11,6,1,0,6.922634039210606,0,905.8050000000001,152.99669424533332,2,0.7025150801461335,0.7,0.8,0.44999999999999996,0.08333333333333333,75.48375
TXN_004641,CUST_1866,2025-12-15 03:52:29.371933,910.49,Grocery,Chennai,0,3,0,0,1,6.815080623131493,0,2295.33,2320.4646536272285,4,-0.5965371895006987,0.1,0.5,0.38,0.16666666666666666,382.55499999999995
TXN_009486,CUST_8130,2025-12-19 02:25:29.420309,1473.22,Entertainment,Surat,0,2,4,0,1,7.295884315343395,0,1015.86,646.8047148869588,2,0.7060152380641577,0.7,0.2,0.47000000000000003,0.08333333333333333,84.655
TXN_004948,CUST_5657,2026-01-06 15:46:29.371933,106.21,Utilities,Kolkata,0,15,1,0,0,4.674789527868148,0,127.72999999999999,30.433875862269016,2,-0.6846117257156655,0.1,0.6,0.21,0.08333333333333333,10.644166666666665
TXN_009921,CUST_3311,2025-12-15 02:54:29.420309,636.24,Entertainment,Bangalore,1,2,0,0,1,6.4571463507046944,0,614.3299999999999,30.98541915159451,2,0.6849996211135424,0.7,0.7,0.62,0.08333333333333333,51.19416666666666
TXN_001964,CUST_7554,2025-12-27 23:58:29.348759,769.1,Healthcare,Bangalore,0,23,5,1,1,6.6465203765452046,0,769.1,0.0,1,0.0,0.2,0.7,0.47000000000000003,0.041666666666666664,32.045833333333334
TXN_008244,CUST_9996,2025-12-16 23:52:29.398724,1538.54,Grocery,Surat,0,23,1,0,1,7.339238949488855,0,1538.54,0.0,1,0.0,0.1,0.2,0.29000000000000004,0.041666666666666664,64.10583333333332
TXN_006591,CUST_5628,2025-12-14 05:39:29.388199,325.13,Utilities,Hyderabad,0,5,6,1,1,5.7872960748840185,0,176.06,210.81681574295726,2,0.7037684872994152,0.1,0.5,0.38,0.08333333333333333,14.671666666666667
TXN_008848,CUST_2522,2026-01-07 10:17:29.412145,455.53,Online Shopping,Delhi,0,10,2,0,0,6.123654415290844,0,515.36,500.14617733218756,3,-0.11938632420285107,0.8,0.9,0.51,0.125,64.42
TXN_000322,CUST_2374,2026-01-07 02:59:29.339556,731.54,Education,Jaipur,0,2,2,0,1,6.596517946908819,0,702.185,41.51423912346211,2,0.6904745470041831,0.1,0.3,0.32,0.08333333333333333,58.51541666666666
TXN_002679,CUST_6942,2026-01-05 07:01:29.348759,443.79,Online Shopping,Surat,0,7,0,0,0,6.09760226066926,0,681.1933333333333,501.18640507632824,3,-0.47273946672700123,0.8,0.2,0.3,0.125,85.14916666666666
TXN_004626,CUST_6847,2025-12-22 16:32:29.371933,1424.42,Online Shopping,Mumbai,0,16,0,0,0,7.262221786118486,0,894.94,748.7977970053064,2,0.7061637178913355,0.8,0.8,0.48,0.08333333333333333,74.57833333333333
TXN_004950,CUST_6265,2025-12-18 18:35:29.371933,622.97,Telecom,Ahmedabad,0,18,3,0,0,6.436102290290618,0,336.535,405.08026173833747,2,0.7053654831038494,0.4,0.4,0.24,0.08333333333333333,28.044583333333335
TXN_008329,CUST_9221,2025-12-25 06:03:29.398724,426.88,Transportation,Kolkata,0,6,3,0,0,6.05884278243793,0,244.615,257.7616349459322,2,0.7043741242324579,0.3,0.6,0.27,0.08333333333333333,20.38458333333333
TXN_003338,CUST_2415,2025-12-16 02:51:29.365824,347.59,Transportation,Bangalore,0,2,1,0,1,5.8538964465012,0,673.1733333333333,534.3105288437926,3,-0.6082139539391366,0.3,0.7,0.5,0.125,84.14666666666666
TXN_005590,CUST_7176,2026-01-07 22:02:29.382615,1882.44,Restaurant,Surat,0,22,2,0,1,7.540855171036695,0,1043.55,1186.3696153391659,2,0.706511257457414,0.2,0.2,0.32,0.08333333333333333,86.96249999999999
TXN_000252,CUST_5505,2026-01-02 18:19:29.339556,1010.16,Telecom,Pune,0,18,4,0,0,6.91885346564817,0,1010.16,0.0,1,0.0,0.4,0.4,0.24,0.041666666666666664,42.089999999999996
TXN_003974,CUST_9550,2025-12-28 11:19:29.365824,439.97,Telecom,Surat,0,11,6,1,0,6.088976845922006,0,439.97,0.0,1,0.0,0.4,0.2,0.18,0.041666666666666664,18.332083333333333
TXN_006631,CUST_4820,2026-01-03 12:10:29.388199,84.09,Entertainment,Bangalore,0,12,5,1,0,4.443709519861466,0,84.09,0.0,1,0.0,0.7,0.7,0.42,0.041666666666666664,3.50375
TXN_005548,CUST_8847,2026-01-07 10:09:29.382615,644.82,Banking,Jaipur,0,10,2,0,0,6.470520827184988,0,643.4166666666666,140.69024924753433,3,0.009904233641947962,0.9,0.3,0.36,0.125,80.42708333333333
TXN_000036,CUST_7537,2026-01-04 18:05:29.339556,119.0,Education,Jaipur,0,18,6,1,0,4.787491742782046,0,119.0,0.0,1,0.0,0.1,0.3,0.12,0.041666666666666664,4.958333333333333
TXN_008363,CUST_2189,2025-12-14 11:06:29.398724,107.38,Education,Jaipur,0,11,6,1,0,4.685643570137968,0,82.465,35.23513090652567,2,0.6875923827699761,0.1,0.3,0.12,0.08333333333333333,6.872083333333333
TXN_001514,CUST_9941,2025-12-27 13:25:29.348759,62.39,Utilities,Kolkata,0,13,5,1,0,4.149306120296075,0,362.49,303.8727679473763,3,-0.9843450499711404,0.1,0.6,0.21,0.125,45.31125
TXN_009318,CUST_7754,2026-01-11 10:47:29.415493,148.82,Grocery,Chennai,0,10,6,1,0,5.009434573519737,0,148.82,0.0,1,0.0,0.1,0.5,0.18,0.041666666666666664,6.200833333333333
TXN_000040,CUST_2104,2026-01-10 23:37:29.339556,491.2,Transportation,Delhi,0,23,5,1,1,6.198885137956956,0,311.075,254.73521792245376,2,0.7043417854736732,0.3,0.9,0.56,0.08333333333333333,25.922916666666666
TXN_004820,CUST_7848,2026-01-08 23:12:29.371933,305.06,Healthcare,Bangalore,0,23,3,0,1,5.72378116116289,0,165.39666666666668,123.5279079128815,3,1.1215424371462213,0.2,0.7,0.47000000000000003,0.125,20.674583333333334
TXN_003466,CUST_9615,2025-12-19 01:46:29.365824,105.98,Grocery,Kolkata,0,1,4,0,1,4.672641901103104,0,245.08666666666667,282.7936014716976,3,-0.4901684391236693,0.1,0.6,0.41000000000000003,0.125,30.635833333333334
TXN_001761,CUST_7056,2026-01-08 09:24:29.348759,2079.67,Online Shopping,Jaipur,0,9,3,0,0,7.640445236211956,0,2102.05,31.65009952590954,2,-0.6854496716691606,0.8,0.3,0.32999999999999996,0.08333333333333333,175.17083333333335
TXN_002305,CUST_5806,2025-12-15 09:50:29.348759,2968.07,Healthcare,Mumbai,0,9,0,0,0,7.996004051447768,1,979.36,1329.920167278222,4,1.4942368812901687,0.2,0.8,0.5,0.16666666666666666,163.22666666666666
TXN_003724,CUST_5939,2026-01-07 13:48:29.365824,67.6,Online Shopping,Kolkata,0,13,2,0,0,4.22829253473184,0,240.7,244.80036764678277,2,-0.7042300288531146,0.8,0.6,0.42,0.08333333333333333,20.05833333333333
TXN_008285,CUST_4970,2025-12-30 03:38:29.398724,147.81,Grocery,Ahmedabad,0,3,1,0,1,5.002670324441959,0,298.015,212.4219481362508,2,-0.7037935943875254,0.1,0.4,0.35,0.08333333333333333,24.83458333333333
TXN_004994,CUST_8674,2025-12-23 06:36:29.371933,711.07,Grocery,Jaipur,0,6,1,0,0,6.568176221186153,0,711.07,0.0,1,0.0,0.1,0.3,0.12,0.041666666666666664,29.627916666666668
TXN_008128,CUST_1791,2026-01-06 03:25:29.398724,156.57,Restaurant,Mumbai,0,3,1,0,1,5.059869803973954,0,241.225,119.72024912269437,2,-0.701249381236454,0.2,0.8,0.5,0.08333333333333333,20.102083333333333
TXN_003033,CUST_4883,2026-01-09 05:13:29.348759,634.93,Banking,Ahmedabad,0,5,4,0,1,6.455088494389676,0,634.93,0.0,1,0.0,0.9,0.4,0.5900000000000001,0.041666666666666664,26.455416666666665
TXN_007939,CUST_5453,2025-12-22 17:39:29.398724,1799.85,Entertainment,Mumbai,0,17,0,0,0,7.496014054644653,0,981.885,1156.7771965465088,2,0.7064960360593366,0.7,0.8,0.44999999999999996,0.08333333333333333,81.82374999999999
TXN_003040,CUST_3394,2026-01-08 06:02:29.348759,328.12,Education,Pune,0,6,3,0,0,5.796422425904647,0,389.17333333333335,120.2751555115741,3,-0.5034282007373441,0.1,0.4,0.15,0.125,48.64666666666667
TXN_009656,CUST_8566,2026-01-02 03:18:29.420309,1487.66,Healthcare,Bangalore,0,3,4,0,1,7.305631665441625,0,1487.66,0.0,1,0.0,0.2,0.7,0.47000000000000003,0.041666666666666664,61.98583333333333
TXN_002546,CUST_6085,2025-12-24 01:40:29.348759,622.01,Transportation,Kolkata,0,1,2,0,1,6.434562570022997,0,408.8,301.5244736335676,2,0.704769427210872,0.3,0.6,0.47000000000000003,0.08333333333333333,34.06666666666666
TXN_002593,CUST_8820,2025-12-19 08:48:29.348759,386.52,Education,Jaipur,0,8,4,0,0,5.959767460364727,0,386.52,0.0,1,0.0,0.1,0.3,0.12,0.041666666666666664,16.104999999999997
TXN_001189,CUST_2111,2025-12-23 07:14:29.348759,699.28,Telecom,Pune,0,7,1,0,0,6.551480255064732,0,1092.3899999999999,555.9414935044874,2,-0.7058371562987746,0.4,0.4,0.24,0.08333333333333333,91.03249999999998
TXN_007967,CUST_4889,2026-01-04 21:28:29.398724,1130.31,Telecom,Mumbai,0,21,6,1,0,7.031131532281668,0,1130.31,0.0,1,0.0,0.4,0.8,0.36,0.041666666666666664,47.09625
TXN_006078,CUST_2560,2025-12-26 15:03:29.382615,164.77,Transportation,Ahmedabad,0,15,4,0,0,5.110601285436775,0,202.635,53.549196539257245,2,-0.6941440461501536,0.3,0.4,0.21,0.08333333333333333,16.886249999999997
TXN_000108,CUST_8939,2026-01-03 04:59:29.339556,480.38,Education,Delhi,0,4,5,1,1,6.17665697899362,0,648.5866666666667,201.6107547561224,3,-0.8301961407188525,0.1,0.9,0.5,0.125,81.07333333333334
TXN_001316,CUST_3822,2026-01-02 23:39:29.348759,108.65,Entertainment,Delhi,0,23,4,0,1,4.697293474863897,0,3193.2899999999995,4512.804454360947,3,-0.6833791829461773,0.7,0.9,0.6799999999999999,0.125,399.16124999999994
TXN_008188,CUST_4356,2025-12-26 16:38:29.398724,759.16,Online Shopping,Bangalore,0,16,4,0,0,6.633528937438611,0,759.16,0.0,1,0.0,0.8,0.7,0.44999999999999996,0.041666666666666664,31.631666666666664
TXN_002754,CUST_2653,2025-12-14 15:20:29.348759,346.94,Grocery,Bangalore,0,15,6,1,0,5.8520300511164045,0,3494.17,5486.291021072433,3,-0.5735489493657122,0.1,0.7,0.24,0.125,436.77125
TXN_009754,CUST_1832,2026-01-01 09:42:29.420309,564.86,Grocery,Hyderabad,0,9,3,0,0,6.338346697783848,0,564.86,0.0,1,0.0,0.1,0.5,0.18,0.041666666666666664,23.535833333333333
TXN_006232,CUST_7526,2025-12-22 14:13:29.388199,280.46,Banking,Bangalore,0,14,0,0,0,5.639990341568422,0,199.60999999999999,114.33916651786471,2,0.7009761076041525,0.9,0.7,0.48,0.08333333333333333,16.634166666666665
TXN_002877,CUST_7778,2026-01-06 03:28:29.348759,158.14,Utilities,Chennai,0,3,1,0,1,5.069784317949389,0,1443.455,1817.7099049215747,2,-0.7067179853817449,0.1,0.5,0.38,0.08333333333333333,120.28791666666666
TXN_005324,CUST_5879,2026-01-08 12:07:29.371933,497.85,Online Shopping,Pune,0,12,3,0,0,6.2123054493595165,0,497.85,0.0,1,0.0,0.8,0.4,0.36,0.041666666666666664,20.74375
TXN_000800,CUST_2718,2025-12-30 21:21:29.339556,415.61,Restaurant,Kolkata,0,21,1,0,0,6.032150532379399,0,415.61,0.0,1,0.0,0.2,0.6,0.24,0.041666666666666664,17.317083333333333
TXN_003571,CUST_9741,2025-12-21 23:54:29.365824,299.62,Utilities,Chennai,0,23,6,1,1,5.70584700870508,0,299.62,0.0,1,0.0,0.1,0.5,0.38,0.041666666666666664,12.484166666666667
TXN_002895,CUST_3543,2026-01-02 08:11:29.348759,670.66,Telecom,Hyderabad,0,8,4,0,0,6.5097522601051026,0,706.7149999999999,293.3218478622643,4,-0.12250194901220124,0.4,0.5,0.27,0.16666666666666666,117.78583333333331
TXN_002928,CUST_8142,2026-01-02 09:10:29.348759,500.05,Online Shopping,Ahmedabad,0,9,4,0,0,6.216705896504338,0,500.05,0.0,1,0.0,0.8,0.4,0.36,0.041666666666666664,20.835416666666667
TXN_008179,CUST_4589,2025-12-20 16:03:29.398724,860.09,Healthcare,Chennai,0,16,5,1,0,6.758199028581616,0,860.09,0.0,1,0.0,0.2,0.5,0.21,0.041666666666666664,35.83708333333333
TXN_000972,CUST_9243,2025-12-23 07:49:29.339556,204.17,Telecom,Kolkata,0,7,1,0,0,5.323838903778114,0,1036.6950000000002,1143.9782990511665,4,-0.7271098506320219,0.4,0.6,0.3,0.16666666666666666,172.78250000000003
TXN_006688,CUST_8277,2025-12-22 06:03:29.388199,159.91,Grocery,Surat,0,6,0,0,0,5.080845202471059,0,159.91,0.0,1,0.0,0.1,0.2,0.09,0.041666666666666664,6.662916666666666
TXN_008576,CUST_1570,2025-12-21 20:06:29.398724,605.36,Utilities,Jaipur,0,20,6,1,0,6.407473869091818,0,705.03,140.95466576172643,2,-0.7021255656879776,0.1,0.3,0.12,0.08333333333333333,58.7525
TXN_002021,CUST_1834,2025-12-26 11:15:29.348759,428.35,Entertainment,Chennai,0,11,4,0,0,6.0622724371184935,0,482.78000000000003,76.97564419996758,2,-0.6980384780203283,0.7,0.5,0.36,0.08333333333333333,40.23166666666667
TXN_009055,CUST_5360,2026-01-12 07:15:29.415493,70.49,Banking,Kolkata,0,7,0,0,0,4.26955757977876,0,220.32500000000002,211.8986891181727,2,-0.7037854512896122,0.9,0.6,0.45,0.08333333333333333,18.360416666666666
TXN_000953,CUST_5514,2026-01-04 10:30:29.339556,115.41,Utilities,Hyderabad,0,10,6,1,0,4.75711844226015,0,115.41,0.0,1,0.0,0.1,0.5,0.18,0.041666666666666664,4.80875
TXN_005360,CUST_4491,2025-12-27 13:36:29.371933,306.48,Telecom,Pune,0,13,5,1,0,5.728410044480931,0,444.81666666666666,119.85287661684777,3,-1.1446700363223419,0.4,0.4,0.24,0.125,55.60208333333333
TXN_003858,CUST_7626,2026-01-11 10:32:29.365824,728.76,Online Shopping,Bangalore,0,10,6,1,0,6.592715712963391,0,759.835,43.94668645074387,2,-0.6913746585981257,0.8,0.7,0.44999999999999996,0.08333333333333333,63.319583333333334
TXN_005862,CUST_7694,2026-01-05 01:11:29.382615,1377.51,Grocery,Hyderabad,0,1,0,0,1,7.228758484699418,0,670.6033333333334,622.9529187934938,3,1.1329487295829568,0.1,0.5,0.38,0.125,83.82541666666667
TXN_003146,CUST_8776,2025-12-26 14:40:29.363580,645.51,Utilities,Bangalore,0,14,4,0,0,6.471588665996384,0,645.51,0.0,1,0.0,0.1,0.7,0.24,0.041666666666666664,26.89625
TXN_003306,CUST_4014,2025-12-14 02:58:29.365824,1166.04,Healthcare,Delhi,0,2,6,1,1,7.0622259076203155,0,1166.04,0.0,1,0.0,0.2,0.9,0.53,0.041666666666666664,48.584999999999994
TXN_003007,CUST_9092,2025-12-25 20:45:29.348759,655.92,Banking,Hyderabad,0,20,3,0,0,6.48756224546936,0,655.92,0.0,1,0.0,0.9,0.5,0.42000000000000004,0.041666666666666664,27.33
TXN_009002,CUST_1264,2025-12-26 11:08:29.414153,1180.17,Education,Mumbai,0,11,4,0,0,7.074260751646795,0,532.49,450.938782911088,4,1.433114449324481,0.1,0.8,0.27,0.16666666666666666,88.74833333333333
TXN_007771,CUST_8694,2025-12-20 08:31:29.398724,983.72,Education,Delhi,0,8,5,1,0,6.89235733680204,0,688.345,417.72333098595294,2,0.7054180604278509,0.1,0.9,0.30000000000000004,0.08333333333333333,57.36208333333333
TXN_007439,CUST_2114,2026-01-01 06:36:29.398724,88.78,Banking,Mumbai,0,6,3,0,0,4.497362233353786,0,1153.7825,1268.8391654415202,4,-0.838690858640906,0.9,0.8,0.51,0.16666666666666666,192.29708333333332
TXN_007943,CUST_9851,2025-12-21 20:23:29.398724,95.21,Utilities,Delhi,0,20,6,1,0,4.566533302373173,0,82.195,18.405989514285817,2,0.670669227684522,0.1,0.9,0.30000000000000004,0.08333333333333333,6.8495833333333325
TXN_009239,CUST_5231,2026-01-02 22:59:29.415493,174.45,Transportation,Delhi,0,22,4,0,1,5.167354102029224,0,299.7,278.77316926131897,3,-0.44768410184112994,0.3,0.9,0.56,0.125,37.4625
TXN_001057,CUST_8187,2026-01-06 03:43:29.347670,393.25,Healthcare,Pune,0,3,1,0,1,5.976985225843148,0,524.735,185.94787024862643,2,-0.7033244070934586,0.2,0.4,0.38,0.08333333333333333,43.727916666666665
TXN_003155,CUST_4498,2025-12-20 19:12:29.363580,142.8,Education,Ahmedabad,0,19,5,1,0,4.9684234452869465,0,142.8,0.0,1,0.0,0.1,0.4,0.15,0.041666666666666664,5.95
TXN_003788,CUST_7051,2026-01-04 20:30:29.365824,166.46,Banking,Surat,0,20,6,1,0,5.120744516776286,0,741.235,602.8383677515336,4,-0.9518689614577579,0.9,0.2,0.33,0.16666666666666666,123.53916666666666
TXN_009190,CUST_2922,2025-12-22 03:42:29.415493,2018.87,Banking,Bangalore,0,3,0,0,1,7.6107884318886425,0,1073.32,813.1557617906506,4,1.1613871010632677,0.9,0.7,0.6799999999999999,0.16666666666666666,178.88666666666666
TXN_007826,CUST_9569,2025-12-29 08:05:29.398724,1294.13,Online Shopping,Kolkata,0,8,0,0,0,7.166366355195677,0,736.86,788.0987919036547,2,0.7062106870745788,0.8,0.6,0.42,0.08333333333333333,61.405
TXN_007540,CUST_3590,2025-12-14 02:02:29.398724,295.62,Utilities,Kolkata,0,2,6,1,1,5.692451858313817,0,1216.3799999999999,1302.1512796906509,2,-0.7065641682204195,0.1,0.6,0.41000000000000003,0.08333333333333333,101.36499999999998
TXN_007232,CUST_5647,2026-01-08 23:45:29.398724,2181.02,Restaurant,Mumbai,0,23,3,0,1,7.688006332253851,0,1163.785,1438.5875331205953,2,0.7066155941173918,0.2,0.8,0.5,0.08333333333333333,96.98208333333334
TXN_000765,CUST_6509,2025-12-22 18:02:29.339556,1273.18,Entertainment,Kolkata,0,18,0,0,0,7.1500581134361445,0,515.4200000000001,518.8208638827086,4,1.4577329473466065,0.7,0.6,0.39,0.16666666666666666,85.90333333333334
TXN_005020,CUST_2977,2025-12-14 04:19:29.371933,600.73,Grocery,Surat,0,4,6,1,1,6.3998088397169886,0,1090.3,428.6285346310952,3,-1.1395192836071144,0.1,0.2,0.29000000000000004,0.125,136.2875
TXN_004904,CUST_9627,2025-12-23 22:24:29.371933,277.75,Grocery,Ahmedabad,0,22,1,0,1,5.630315322774329,0,472.87,275.9413502902383,2,-0.704553508515473,0.1,0.4,0.35,0.08333333333333333,39.405833333333334
TXN_008094,CUST_5681,2026-01-12 01:15:29.398724,247.26,Grocery,Bangalore,0,1,0,0,1,5.514476584087801,0,883.14,874.3504276890359,3,-0.726429073301251,0.1,0.7,0.44,0.125,110.3925
TXN_006844,CUST_8669,2025-12-24 17:28:29.388199,172.28,Grocery,Surat,0,17,2,0,0,5.15490878325268,0,559.9466666666666,533.0120105901304,3,-0.7259512126670348,0.1,0.2,0.09,0.125,69.99333333333333
TXN_002166,CUST_8018,2025-12-25 03:17:29.348759,146.19,Banking,Bangalore,0,3,3,0,1,4.991724269204496,0,146.19,0.0,1,0.0,0.9,0.7,0.6799999999999999,0.041666666666666664,6.09125
TXN_001863,CUST_8712,2025-12-28 11:14:29.348759,892.02,Banking,Hyderabad,0,11,6,1,0,6.794608977042277,0,892.02,0.0,1,0.0,0.9,0.5,0.42000000000000004,0.041666666666666664,37.1675
TXN_007851,CUST_5717,2025-12-20 20:50:29.398724,2988.2,Healthcare,Bangalore,0,20,5,1,0,8.002761072056135,1,2988.2,0.0,1,0.0,0.2,0.7,0.47000000000000003,0.041666666666666664,124.50833333333333
TXN_009124,CUST_5397,2026-01-10 16:47:29.415493,409.16,Online Shopping,Jaipur,0,16,5,1,0,6.016547327475445,0,296.745,158.97881761417148,2,0.7026867786403862,0.8,0.3,0.32999999999999996,0.08333333333333333,24.728749999999998
TXN_002341,CUST_4272,2025-12-20 06:13:29.348759,811.45,Education,Kolkata,0,6,5,1,0,6.700054373848785,0,449.08,314.9891294949716,3,1.1467799559407517,0.1,0.6,0.21,0.125,56.135
TXN_005528,CUST_1196,2025-12-17 10:15:29.382615,408.73,Transportation,Hyderabad,0,10,2,0,0,6.015498406182528,0,673.4333333333333,439.92313718800165,3,-0.6003389502793739,0.3,0.5,0.24,0.125,84.17916666666666
TXN_006744,CUST_9931,2025-12-26 02:09:29.388199,90.7,Telecom,Pune,0,2,4,0,1,4.51852237926242,0,90.7,0.0,1,0.0,0.4,0.4,0.44,0.041666666666666664,3.779166666666667
TXN_004004,CUST_1831,2025-12-16 07:49:29.365824,647.18,Transportation,Chennai,0,7,1,0,0,6.474168435556948,0,499.12999999999994,397.302081419164,3,0.3717028027382955,0.3,0.5,0.24,0.125,62.39124999999999
TXN_001124,CUST_4258,2025-12-30 12:17:29.348759,128.64,Grocery,Mumbai,0,12,1,0,0,4.8647613782733465,0,174.95499999999998,65.49930114130993,2,-0.6964734847601087,0.1,0.8,0.27,0.08333333333333333,14.579583333333332
TXN_008710,CUST_1001,2025-12-30 13:17:29.412145,168.31,Education,Pune,0,13,1,0,0,5.131731354140141,0,613.6675,835.8284818619587,4,-0.5321968714653108,0.1,0.4,0.15,0.16666666666666666,102.27791666666667
TXN_004050,CUST_8152,2025-12-20 15:05:29.365824,597.83,Transportation,Jaipur,0,15,5,1,0,6.394977751490901,0,362.55,332.7361669551418,2,0.7049880213660646,0.3,0.3,0.18,0.08333333333333333,30.2125
TXN_007641,CUST_9988,2025-12-27 12:47:29.398724,50.99,Restaurant,Mumbai,0,12,5,1,0,3.9510513923956245,0,196.51500000000001,205.80342866434466,2,-0.7036875594369206,0.2,0.8,0.3,0.08333333333333333,16.37625
TXN_000766,CUST_5895,2025-12-20 02:15:29.339556,199.7,Utilities,Mumbai,0,2,5,1,1,5.301811255802292,0,223.235,33.2835161904508,2,-0.6864815110929425,0.1,0.8,0.47000000000000003,0.08333333333333333,18.602916666666665
